name,email,product,balance_due,country,add_card
Wesley Brown,wesley.brown@gmail.com,bronze,19.98,AU,yes
Jessica Gardiner,jessica.gardiner@yandex.com,bronze,19.98,NZ,yes
Elizabeth Lopez,elizabeth.lopez@yahoo.com,iron,9.98,US,yes
Thomas Hoffman,thomas.hoffman@yandex.com,iron,9.98,US,yes
Benvenuto Trincavelli,benvenuto.trincavelli@yandex.com,iron,9.98,IT,no
Siegmar Schuchhardt,siegmar.schuchhardt@hotmail.com,bronze,19.98,DE,yes
Darren Adams,darren.adams@icloud.com,iron,9.98,GB,yes
Christophe De Sousa,christophe.de.sousa@yandex.com,iron,9.98,FR,no
Carly Barker,carly.barker@hotmail.com,bronze,49.95,GB,yes
John Osborne,john.osborne@hotmail.com,silver,124.95,US,yes
Alice Allard,aallard3757@gmail.com,bronze,49.95,FR,yes
Zara Daly,zara.daly@gmail.com,bronze,49.95,IE,yes
Che Lledó,che.lledo@hotmail.com,iron,9.98,CR,yes
Dolores Caro,dolores.caro@hotmail.com,iron,9.98,ES,no
Cristian Villalonga,cristian.villalonga@hotmail.com,iron,9.98,CR,yes
Jackson Vargas,jackson.vargas@yahoo.com,iron,9.98,US,yes
Isaac Anderson,isaac.anderson@gmail.com,iron,9.98,US,yes
Andrés Flórez,andres.florez@hotmail.com,iron,9.98,MX,yes
Felix Reyes,felix.reyes@icloud.com,iron,9.98,MX,yes
Napoleone Maspero,napoleone.maspero@gmail.com,bronze,19.98,IT,yes
Mats Verbruggen,mats.verbruggen@gmail.com,iron,9.98,NL,yes
Dominic Hawkins,dominic.hawkins@yandex.com,iron,9.98,GB,no
Steven Burke,steven.burke@hotmail.com,silver,124.95,CA,yes
Mustafa Roukes,mustafa.roukes@gmail.com,silver,49.98,NL,no
Theresa Smith,theresa.smith@hotmail.com,iron,9.98,US,yes
Ezio Salvemini,ezio.salvemini@icloud.com,iron,9.98,IT,yes
Christopher Dillon,christopher.dillon@protonmail.com,iron,9.98,NZ,yes
Lisa Martin,lisa.martin@yandex.com,bronze,19.98,CA,yes
Emelina Salcedo,emelina.salcedo@protonmail.com,iron,9.98,ES,yes
Shane Foley,shane.foley@protonmail.com,iron,9.98,NZ,yes
Gérard Meyer,gerard.meyer@gmail.com,iron,9.98,FR,yes
Máximo Adadia,maximo.adadia@hotmail.com,bronze,19.98,CR,yes
Hortense Tanguy,hortense.tanguy@protonmail.com,iron,9.98,FR,no
Cecília Martins,cmartins5024@outlook.com,bronze,49.95,BR,yes
Milan van Beaumont,milan.van.beaumont@yahoo.com,iron,9.98,NL,yes
Coral Castro,coral.castro@yandex.com,bronze,19.98,PA,yes
Maria Fallaci,maria.fallaci@yahoo.com,bronze,19.98,IT,yes
Joshua Huang,joshua.huang@yahoo.com,iron,9.98,CA,no
Stephanie Armstrong,stephanie.armstrong@yahoo.com,silver,49.98,CA,yes
Gianna Leopardi,gleopardi2200@gmail.com,bronze,49.95,IT,yes
Osvaldo Huertas,osvaldo.huertas@yahoo.com,silver,49.98,PA,yes
Kieran Gill,kieran.gill@yandex.com,bronze,19.98,NZ,yes
Valentijn Appelman,valentijn.appelman@protonmail.com,iron,9.98,NL,no
Alcides Agudo,alcides.agudo@yandex.com,iron,9.98,GT,yes
Lot van Wel,lot.van.wel@protonmail.com,iron,9.98,NL,yes
Nina Heintze,nina.heintze@yahoo.com,iron,9.98,DE,no
Oscar Romero,oscar.romero@icloud.com,gold,79.98,AU,yes
Thibaut Joly,thibaut.joly@yahoo.com,iron,9.98,FR,yes
Shane Smith,ssmith756@icloud.com,silver,124.95,NZ,yes
Morena Gianetti,mgianetti780@hotmail.com,bronze,49.95,IT,yes
Ulf Magnusson,umagnusson2196@outlook.com,silver,124.95,SE,yes
Valentijn Jorlink,valentijn.jorlink@gmail.com,bronze,49.95,NL,yes
Ennio Ravaglioli,ennio.ravaglioli@hotmail.com,silver,124.95,IT,yes
Elisabeth Gustafsson,egustafsson4662@outlook.com,bronze,49.95,SE,no
Udo Mohaupt,udo.mohaupt@hotmail.com,iron,9.98,DE,yes
Teodora Matas,teodora.matas@protonmail.com,iron,9.98,GT,yes
Sam Wilkinson,sam.wilkinson@gmail.com,iron,9.98,GB,yes
Jeannine Bazin,jeannine.bazin@yahoo.com,iron,9.98,FR,yes
Lina Schipper,lina.schipper@hotmail.com,iron,9.98,NL,yes
Lisa Olson,lisa.olson@yandex.com,iron,9.98,AU,yes
Adolf Jacob,adolf.jacob@hotmail.com,silver,49.98,DE,yes
Imran van den Broek,imran.van.den.broek@gmail.com,iron,9.98,NL,yes
Zara Mosley,zara.mosley@protonmail.com,iron,9.98,NL,yes
Ivana Schuchhardt,ivana.schuchhardt@yahoo.com,bronze,19.98,DE,yes
Casey Torrens,ctorrens7381@yahoo.com,bronze,49.95,IE,yes
Marcia Rose,marcia.rose@icloud.com,gold,79.98,AU,yes
Alfredo Sáenz,alfredo.saenz@icloud.com,bronze,19.98,MX,yes
Selena León,selena.leon@yandex.com,iron,9.98,ES,yes
Léon Martinez,leon.martinez@protonmail.com,gold,79.98,FR,yes
Fredo Spadafora,fredo.spadafora@gmail.com,iron,9.98,IT,yes
Sanne van de Ven,sanne.van.de.ven@hotmail.com,bronze,19.98,NL,yes
Juliette Lambert,juliette.lambert@gmail.com,iron,9.98,FR,yes
Ali Broeshart,ali.broeshart@protonmail.com,iron,9.98,NL,yes
Claire Ribeiro,claire.ribeiro@icloud.com,iron,9.98,FR,no
Gioachino Cerutti,gioachino.cerutti@yahoo.com,bronze,19.98,IT,yes
Alondra Carvajal,alondra.carvajal@yahoo.com,iron,9.98,GT,no
Elías Valderrama,elias.valderrama@icloud.com,bronze,19.98,CR,yes
Nicola Patchett,npatchett965@yahoo.com,bronze,49.95,NZ,yes
Rhys Jones,rhys.jones@icloud.com,gold,199.95,GB,yes
Cheryl Savage,cheryl.savage@yahoo.com,iron,9.98,GB,yes
Stef Meeres,stef.meeres@protonmail.com,iron,9.98,NL,yes
Maximiano Bauzà,maximiano.bauza@icloud.com,iron,9.98,CR,no
Till Röhrdanz,till.rohrdanz@protonmail.com,silver,49.98,DE,yes
Adele Battisti,adele.battisti@protonmail.com,silver,49.98,IT,yes
Valeria Domingo,valeria.domingo@icloud.com,iron,9.98,CR,yes
Marie Stephenson,marie.stephenson@gmail.com,iron,9.98,US,no
Karin Stadelmann,karin.stadelmann@yahoo.com,iron,9.98,DE,no
Laura Oneal,laura.oneal@icloud.com,silver,49.98,CA,yes
Jamie White,jamie.white@gmail.com,iron,9.98,US,no
Warren Fox,warren.fox@yandex.com,silver,49.98,CA,no
Christopher Hayes,christopher.hayes@hotmail.com,bronze,19.98,CA,yes
Amy Freeman,amy.freeman@gmail.com,iron,9.98,NZ,no
Pánfilo Lumbreras,bluetiger8734@gmail.com,silver,124.95,AR,yes
Malcolm Todd,malcolm.todd@yahoo.com,iron,9.98,NZ,yes
Benjamin Sutton,benjamin.sutton@yandex.com,bronze,19.98,US,yes
Ricardo Enríquez,ricardo.enriquez@icloud.com,iron,9.98,PA,no
James Holmes,james.holmes@hotmail.com,iron,9.98,US,yes
Arcelia Cifuentes,arcelia.cifuentes@protonmail.com,iron,9.98,PA,yes
Reyes Aguiló,reyes.aguilo@hotmail.com,gold,79.98,GT,no
Rocco Valmarana,rocco.valmarana@gmail.com,iron,9.98,IT,no
Jillian Stevens,jillian.stevens@gmail.com,bronze,19.98,NZ,yes
Pierre Lagarde,pierre.lagarde@gmail.com,silver,49.98,FR,no
Robert Thomas,robert.thomas@gmail.com,iron,9.98,AU,no
Enver Stumpf,enver.stumpf@gmail.com,bronze,19.98,DE,yes
Justine Budig,justine.budig@protonmail.com,iron,9.98,DE,yes
Jose Manuel Palmer,jose.manuel.palmer@yahoo.com,bronze,19.98,GT,no
Phileine van de Brink,phileine.van.de.brink@gmail.com,bronze,19.98,NL,yes
Klothilde Scholz,klothilde.scholz@yandex.com,iron,9.98,DE,no
Adam van der Spaendonc,adam.van.der.spaendonc@yahoo.com,bronze,19.98,NL,yes
Débora Cáceres,debora.caceres@yahoo.com,bronze,19.98,ES,yes
Anabel Orosco,anabel.orosco@icloud.com,iron,9.98,MX,yes
Thérèse Pires,therese.pires@icloud.com,gold,79.98,FR,yes
Miguela Vilar,miguela.vilar@yandex.com,iron,9.98,GT,yes
Blake Gutierrez,blake.gutierrez@outlook.com,gold,199.95,AU,no
Barbara Lane,blane9193@hotmail.com,silver,124.95,US,yes
Damiano Gilardoni,damiano.gilardoni@hotmail.com,iron,9.98,IT,no
Senna Keltenie,senna.keltenie@yahoo.com,iron,9.98,NL,yes
Josefina de la Torre,josefina.de.la.torre@hotmail.com,iron,9.98,MX,yes
Gloria Corominas,gloria.corominas@hotmail.com,iron,9.98,ES,yes
Camilla Traetta,camilla.traetta@yandex.com,iron,9.98,IT,no
Gregory Morris,gregory.morris@yandex.com,bronze,19.98,NZ,yes
Jelte Westermann,jelte.westermann@yahoo.com,iron,9.98,NL,yes
Emmanuelle Blot,emmanuelle.blot@icloud.com,silver,49.98,FR,yes
Carole Phillips,carole.phillips@hotmail.com,bronze,49.95,GB,yes
Laura Roberts,laura.roberts@icloud.com,iron,9.98,AU,no
Travis Gibson,travis.gibson@yandex.com,iron,9.98,AU,no
Aimée Riem,aimee.riem@yahoo.com,iron,9.98,NL,yes
Rebecca Rogers,rebecca.rogers@yahoo.com,bronze,19.98,NZ,yes
Penny Johnson,penny.johnson@icloud.com,iron,9.98,AU,yes
German Gumprich,german.gumprich@icloud.com,iron,9.98,DE,yes
Ildefonso Arroyo,ildefonso.arroyo@icloud.com,silver,49.98,ES,yes
Laura Prati,laura.prati@icloud.com,iron,9.98,IT,yes
Pío España,pio.espana@icloud.com,iron,9.98,GT,yes
Antoinette Lacombe,antoinette.lacombe@yandex.com,silver,49.98,FR,no
Nout van de Berg,nout.van.de.berg@protonmail.com,silver,49.98,NL,yes
James Schmidt,james.schmidt@hotmail.com,iron,9.98,CA,no
Ricky Wilson,rwilson6506@hotmail.com,silver,124.95,US,yes
Ugolino Montanariello,ugolino.montanariello@icloud.com,silver,124.95,IT,yes
Berit Mattsson,berit.mattsson@icloud.com,bronze,49.95,SE,yes
Chase Meyer,chase.meyer@hotmail.com,bronze,19.98,CA,yes
Carol Green,carol.green@gmail.com,bronze,19.98,AU,yes
Amelia Novoa,amelia.novoa@yahoo.com,bronze,19.98,GT,yes
María Fernández,maria.fernandez@protonmail.com,iron,9.98,ES,yes
Stacey Currie,stacey.currie@gmail.com,iron,9.98,NZ,yes
Alex Gómez,alex.gomez@protonmail.com,iron,9.98,PA,yes
Agapito Pujol,agapito.pujol@gmail.com,iron,9.98,ES,yes
Edgardo Lledó,edgardo.lledo@yahoo.com,silver,49.98,PA,yes
Gottfried Gehringer,gottfried.gehringer@yahoo.com,iron,9.98,DE,no
Alicia Borrás,alicia.borras@gmail.com,silver,49.98,ES,no
Amada Menendez,amada.menendez@hotmail.com,bronze,19.98,ES,yes
Eleuterio Quero,eleuterio.quero@yahoo.com,bronze,19.98,CR,yes
Hans-Georg Schlosser,hans-georg.schlosser@protonmail.com,bronze,19.98,DE,yes
María Pichardo,maria.pichardo@yahoo.com,silver,49.98,MX,yes
Greta Heintze,greta.heintze@gmail.com,gold,79.98,DE,yes
Iris van der Smeede,iris.van.der.smeede@gmail.com,bronze,19.98,NL,yes
Sigfrido Escribano,sigfrido.escribano@yandex.com,iron,9.98,ES,yes
Brooke Rojas,brooke.rojas@hotmail.com,iron,9.98,AU,yes
Jesper Saxo,jsaxo750@yahoo.com,silver,124.95,NL,yes
Gunnar Nilsen,shadowfox2186@hotmail.com,bronze,49.95,NO,yes
João Vitor Costela,jcostela1600@gmail.com,silver,124.95,BR,yes
Clinton Allen,clinton.allen@protonmail.com,silver,49.98,US,yes
Sofia van der Veen,sofia.van.der.veen@yandex.com,iron,9.98,NL,yes
Iris Cabanillas,iris.cabanillas@hotmail.com,iron,9.98,ES,yes
Wendy Price,wendy.price@gmail.com,iron,9.98,US,yes
Madeleine Moreno,madeleine.moreno@hotmail.com,iron,9.98,FR,yes
Victor Howe,victor.howe@protonmail.com,iron,9.98,GB,yes
Aya Genefaas,aya.genefaas@yandex.com,bronze,19.98,NL,yes
Maristela Clavero,maristela.clavero@hotmail.com,iron,9.98,GT,yes
Lynne Baldwin,lynne.baldwin@protonmail.com,iron,9.98,GB,yes
Domenico Ditschlerin,domenico.ditschlerin@gmail.com,bronze,19.98,DE,yes
Léon Da Costa,leon.da.costa@icloud.com,bronze,19.98,FR,no
Jonathon Taylor,jonathon.taylor@protonmail.com,iron,9.98,US,yes
Jose Antonio Tejedor,jose.antonio.tejedor@protonmail.com,iron,9.98,CR,yes
Ricky Foster,ricky.foster@icloud.com,bronze,19.98,US,yes
Wilhelm Geisel,wilhelm.geisel@icloud.com,silver,49.98,DE,yes
Floortje van Spreeuwel,floortje.van.spreeuwel@yandex.com,iron,9.98,NL,no
Caridad Neira,caridad.neira@yahoo.com,iron,9.98,ES,no
Randy Russo,randy.russo@protonmail.com,iron,9.98,CA,no
Marcelle Charpentier,marcelle.charpentier@yandex.com,iron,9.98,FR,yes
Giosuè Scarlatti,giosue.scarlatti@yahoo.com,bronze,19.98,IT,yes
Deborah Harrison,deborah.harrison@gmail.com,iron,9.98,GB,yes
Guiomar Mesa,guiomar.mesa@gmail.com,iron,9.98,GT,yes
Diane Williams,diane.williams@protonmail.com,iron,9.98,AU,no
Rolando Miniati,rolando.miniati@protonmail.com,bronze,19.98,IT,yes
Paul Clément,paul.clement@yandex.com,iron,9.98,FR,yes
Pascual Aguado,pascual.aguado@gmail.com,iron,9.98,CR,yes
Enzo Bacosi,enzo.bacosi@gmail.com,iron,9.98,IT,yes
Paula Ruiz,paula.ruiz@gmail.com,bronze,49.95,US,no
Jennifer Gardner,jgardner1208@hotmail.com,bronze,49.95,DK,yes
Clarisa Capdevila,clarisa.capdevila@yahoo.com,bronze,49.95,AR,yes
Cornelis van Oostendorp,cornelis.van.oostendorp@gmail.com,silver,49.98,NL,no
Jesse Volcke,jesse.volcke@protonmail.com,iron,9.98,NL,no
Brigitte Clerc,brigitte.clerc@icloud.com,iron,9.98,FR,no
Jill Lansink,jill.lansink@icloud.com,iron,9.98,NL,no
Isabel Blanco,isabel.blanco@gmail.com,silver,49.98,MX,yes
Matthew Morris,matthew.morris@protonmail.com,bronze,19.98,AU,yes
Maximino Alcolea,maximino.alcolea@icloud.com,gold,79.98,CR,yes
Anaïs Lenoir,anais.lenoir@yandex.com,bronze,19.98,FR,yes
Danielle Dietz,danielle.dietz@protonmail.com,iron,9.98,DE,yes
Anna Hanssen,ahanssen374@outlook.com,bronze,49.95,NO,yes
Linnea Wahlström,bluetiger41@gmail.com,bronze,49.95,SE,no
Mirko Carfagna,mirko.carfagna@protonmail.com,iron,9.98,IT,yes
Rufino Roca,rufino.roca@hotmail.com,bronze,19.98,PA,yes
Feliciana Soler,feliciana.soler@gmail.com,silver,49.98,GT,yes
Konstantinos Bähr,konstantinos.bahr@hotmail.com,iron,9.98,DE,yes
Jesus Martin,jesus.martin@gmail.com,iron,9.98,CA,yes
Tirza Serra,tirza.serra@icloud.com,iron,9.98,NL,yes
Donald Brown,donald.brown@protonmail.com,iron,9.98,CA,no
Ema Barrio,ema.barrio@yahoo.com,silver,49.98,CR,yes
Ella Verwoert,ella.verwoert@yahoo.com,iron,9.98,NL,yes
Alwina Siering,alwina.siering@gmail.com,iron,9.98,DE,yes
Regina Day,regina.day@hotmail.com,iron,9.98,CA,yes
Ivar Karlsson,ikarlsson7259@outlook.com,bronze,49.95,SE,yes
Sigfrido Cadenas,sigfrido.cadenas@hotmail.com,iron,9.98,GT,yes
Samantha George,samantha.george@protonmail.com,iron,9.98,CA,yes
Tania Seco,tania.seco@gmail.com,silver,49.98,GT,no
Tony Thomas,tony.thomas@protonmail.com,iron,9.98,NZ,yes
Jacob Mulder,jacob.mulder@icloud.com,gold,79.98,NL,yes
Guido Schicchi,guido.schicchi@icloud.com,bronze,19.98,IT,yes
Gilberto Boccaccio,gilberto.boccaccio@hotmail.com,iron,9.98,IT,yes
Bettina Asprucci,bettina.asprucci@icloud.com,iron,9.98,IT,yes
Rens Lathrope,rens.lathrope@protonmail.com,bronze,19.98,NL,no
Anselma Borrás,anselma.borras@icloud.com,iron,9.98,CR,yes
Camille Fabre,camille.fabre@protonmail.com,iron,9.98,FR,yes
Crystal Carrillo,crystal.carrillo@yahoo.com,silver,124.95,DK,yes
Marcello Pellico,marcello.pellico@yandex.com,bronze,19.98,IT,yes
Cleto Amigó,cleto.amigo@gmail.com,iron,9.98,ES,yes
Rayan van Dam,rayan.van.dam@protonmail.com,iron,9.98,NL,yes
Anne Hande,anne.hande@icloud.com,iron,9.98,DE,yes
Wyatt Kennedy,wyatt.kennedy@gmail.com,iron,9.98,US,yes
Paul Drew,paul.drew@hotmail.com,silver,49.98,NZ,yes
Hanne-Lore Mangold,hanne-lore.mangold@icloud.com,iron,9.98,DE,yes
Nieves Cardona,nieves.cardona@icloud.com,bronze,19.98,PA,yes
Rayan van de Noordmark,rayan.van.de.noordmark@gmail.com,bronze,19.98,NL,yes
Olga Aulenti,olga.aulenti@protonmail.com,bronze,19.98,IT,yes
Nancy Schönland,nancy.schonland@gmail.com,iron,9.98,DE,no
Yvonne Allen,yvonne.allen@icloud.com,iron,9.98,GB,no
Simone Legros,simone.legros@gmail.com,gold,79.98,FR,yes
Elena van Loon,elena.van.loon@yandex.com,silver,49.98,NL,yes
Erna Fliegner,erna.fliegner@gmail.com,iron,9.98,DE,no
Marco Pavón,marco.pavon@protonmail.com,bronze,19.98,ES,yes
Robert Williams,robert.williams@icloud.com,iron,9.98,AU,yes
Arsenio Bellucci,arsenio.bellucci@protonmail.com,silver,49.98,IT,yes
Daniele Ehlert,daniele.ehlert@yandex.com,silver,49.98,DE,yes
Gabriella Rismondo,gabriella.rismondo@icloud.com,silver,49.98,IT,yes
Juan Karz,juan.karz@gmail.com,bronze,49.95,DE,yes
Emmy Jockel,emmy.jockel@yandex.com,gold,79.98,DE,yes
Christine Lewis,christine.lewis@yahoo.com,bronze,19.98,AU,no
Marthe Hamel,marthe.hamel@yahoo.com,silver,49.98,FR,yes
Twan Becht,twan.becht@yahoo.com,iron,9.98,NL,yes
Imelda Ferrer,imelda.ferrer@yahoo.com,iron,9.98,CR,yes
Ana Belén Oliveras,ana.belen.oliveras@protonmail.com,iron,9.98,PA,yes
Tina Simpson,tina.simpson@gmail.com,iron,9.98,GB,yes
Pierpaolo Zanazzo,pierpaolo.zanazzo@icloud.com,gold,199.95,IT,yes
Janet Richards,jrichards7737@gmail.com,bronze,49.95,CA,yes
Gian Procacci,gian.procacci@gmail.com,iron,9.98,IT,yes
Biagio Angiolello,biagio.angiolello@protonmail.com,iron,9.98,IT,yes
Ali Kleybrink,ali.kleybrink@hotmail.com,bronze,19.98,NL,no
Hugo Ropero,hugo.ropero@yahoo.com,iron,9.98,ES,yes
Sylvie Jdotte,sylvie.jdotte@yahoo.com,iron,9.98,NL,no
Abel Jara,abel.jara@protonmail.com,bronze,19.98,CR,yes
Thérèse Perez,therese.perez@gmail.com,bronze,19.98,FR,yes
Torquato Canevascini,torquato.canevascini@icloud.com,bronze,19.98,IT,yes
Andrew Esparza,andrew.esparza@yahoo.com,iron,9.98,AU,yes
Vanessa Finotto,vanessa.finotto@yandex.com,iron,9.98,IT,yes
Kevin Bond,kevin.bond@yahoo.com,iron,9.98,NZ,yes
Ema Plaza,ema.plaza@protonmail.com,bronze,19.98,CR,yes
Coriolano Burcardo,coriolano.burcardo@yandex.com,iron,9.98,IT,yes
Anne Carpenter,anne.carpenter@yahoo.com,bronze,19.98,US,yes
Stefano Satriani,stefano.satriani@gmail.com,iron,9.98,IT,no
Valeri Süßebier,valeri.suebier@gmail.com,silver,49.98,DE,yes
Evamaria Förster,evamaria.forster@yandex.com,iron,9.98,DE,yes
Gina Jones,gina.jones@hotmail.com,iron,9.98,CA,yes
Ernst-August Hertrampf,ernst-august.hertrampf@gmail.com,iron,9.98,DE,yes
Allegra Dellucci,allegra.dellucci@hotmail.com,bronze,49.95,IT,yes
Andrea Clunies-Ross,andrea.clunies-ross@gmail.com,bronze,19.98,NZ,yes
Roger Cox,roger.cox@yandex.com,bronze,19.98,GB,yes
Juliette Vallée,juliette.vallee@yahoo.com,iron,9.98,FR,yes
William Shaw,william.shaw@yahoo.com,silver,49.98,CA,yes
Gonzalo Zaragoza,gonzalo.zaragoza@icloud.com,iron,9.98,ES,yes
Ingo Hande,ingo.hande@yandex.com,iron,9.98,DE,yes
Katy Thomas,katy.thomas@gmail.com,bronze,19.98,GB,yes
Jennifer Stewart,jennifer.stewart@yahoo.com,bronze,19.98,AU,yes
Valerie Leach,valerie.leach@yahoo.com,silver,124.95,GB,yes
Rowan van Mare,rowan.vanmare@icloud.com,gold,199.95,NL,yes
Anabel Ramírez,aramirez8377@icloud.com,bronze,49.95,ES,yes
Andrew Ruppersberger,andrew.ruppersberger@gmail.com,bronze,19.98,DE,yes
Andrea Stevens,andrea.stevens@gmail.com,silver,49.98,GB,yes
Luciana Yuste,luciana.yuste@yandex.com,iron,9.98,GT,yes
Henri Benoit,henri.benoit@hotmail.com,iron,9.98,FR,yes
Pierpaolo Tacchini,pierpaolo.tacchini@yandex.com,bronze,19.98,IT,no
Nikora Zimmerman,nikora.zimmerman@icloud.com,iron,9.98,NZ,yes
Arnaldo Pincherle,arnaldo.pincherle@yahoo.com,bronze,19.98,IT,yes
Paola Morrocco,paola.morrocco@protonmail.com,iron,9.98,IT,no
Alix Colin,alix.colin@yandex.com,iron,9.98,FR,yes
Aurora Sureda,aurora.sureda@protonmail.com,iron,9.98,ES,yes
Pamela Sharpe,pamela.sharpe@icloud.com,iron,9.98,GB,yes
Milou Hondeveld,milou.hondeveld@gmail.com,iron,9.98,NL,yes
Samuel Counihan,samuel.counihan@gmail.com,silver,124.95,IE,yes
Christophe Imbert,christophe.imbert@hotmail.com,bronze,19.98,FR,yes
Fernanda Valbuena,fernanda.valbuena@yandex.com,bronze,19.98,CR,yes
Andrés Felipe Aguiló,andres.felipe.aguilo@gmail.com,iron,9.98,ES,yes
Samantha Cox,samantha.cox@icloud.com,iron,9.98,US,yes
André Vogt,andre.vogt@icloud.com,iron,9.98,DE,yes
Xavi van de Wal,xavi.van.de.wal@yandex.com,iron,9.98,NL,yes
Flavio Guarana,flavio.guarana@icloud.com,bronze,19.98,IT,yes
Donatello Musatti,donatello.musatti@yahoo.com,iron,9.98,IT,yes
Oskar Klemt,oskar.klemt@gmail.com,iron,9.98,DE,yes
Brittany Thomas,brittany.thomas@icloud.com,iron,9.98,AU,yes
Massimiliano Sgalambro,massimiliano.sgalambro@icloud.com,iron,9.98,IT,yes
Jennifer Walton,jennifer.walton@icloud.com,bronze,19.98,US,yes
Élise Rey,elise.rey@protonmail.com,bronze,19.98,FR,yes
Jonas de Korte,jonas.de.korte@hotmail.com,iron,9.98,NL,yes
Kyan Gruijl,kyan.gruijl@yandex.com,iron,9.98,NL,yes
Norma Linares,norma.linares@yandex.com,iron,9.98,MX,yes
Edward Duran,edward.duran@yahoo.com,gold,79.98,CA,yes
Georgina Davis,georgina.davis@yahoo.com,iron,9.98,GB,yes
Walburga Juncken,walburga.juncken@gmail.com,bronze,19.98,DE,no
Raffaele Salvo,raffaele.salvo@protonmail.com,iron,9.98,IT,yes
Eliza David,eliza.david@gmail.com,iron,9.98,NL,yes
Eric Gómez,eric.gomez@hotmail.com,iron,9.98,MX,no
Harriet Weitzel,harriet.weitzel@hotmail.com,bronze,39.96,DE,yes
Leyre Plana,lplana742@outlook.com,silver,99.96,ES,yes
Patricio Escalante,patricio.escalante@yahoo.com,silver,49.98,MX,yes
Mark Thomas,mark.thomas@gmail.com,iron,9.98,NZ,no
Veronica Chambers,veronica.chambers@protonmail.com,iron,9.98,AU,yes
Magdalena Sarabia,magdalena.sarabia@gmail.com,iron,9.98,CR,yes
Christl Stolze,christl.stolze@icloud.com,bronze,19.98,DE,yes
Rémy Lefèvre,remy.lefevre@hotmail.com,iron,9.98,FR,no
Maximiano Carranza,maximiano.carranza@gmail.com,silver,49.98,CR,yes
Lenn Mol,lenn.mol@protonmail.com,gold,79.98,NL,yes
Larissa Birnbaum,larissa.birnbaum@yahoo.com,iron,9.98,DE,yes
Marianne Laporte,mlaporte6478@gmail.com,bronze,39.96,FR,yes
Michelle Gordon,michelle.gordon@yahoo.com,silver,99.96,DK,yes
Lindsey Gentry,lindsey.gentry@yandex.com,iron,9.98,CA,no
Federico Bajamonti,federico.bajamonti@hotmail.com,bronze,19.98,IT,no
Sharon Chandler,sharon.chandler@yandex.com,iron,9.98,CA,yes
Eliza Lucas,eliza.lucas@yahoo.com,iron,9.98,NL,no
Montserrat Marí,montserrat.mari@icloud.com,silver,49.98,PA,yes
Piersanti Scarpetta,piersanti.scarpetta@gmail.com,iron,9.98,IT,no
Mateo Rosell,mateo.rosell@yandex.com,iron,9.98,PA,yes
Sophie MacDonald,sophie.macdonald@hotmail.com,gold,159.96,NZ,yes
Paul Moran,paul.moran@hotmail.com,iron,9.98,NZ,yes
Elladio Bertoli,elladio.bertoli@icloud.com,silver,49.98,IT,yes
Américo Giménez,americo.gimenez@yandex.com,iron,9.98,ES,yes
Marija Stroh,marija.stroh@gmail.com,iron,9.98,DE,yes
Gary Miles,gary.miles@yahoo.com,iron,9.98,NZ,yes
Rebecca Jones,rebecca.jones@protonmail.com,iron,9.98,GB,yes
Frida Olivares,frida.olivares@hotmail.com,bronze,19.98,MX,yes
Nathan Pereira,npereira1791@outlook.com,silver,99.96,BR,yes
Ruggiero Lombardi,rlombardi8385@hotmail.com,bronze,39.96,IT,yes
Ezio Einaudi,ezio.einaudi@hotmail.com,bronze,39.96,IT,yes
Kiara Washington,kiara.washington@hotmail.com,bronze,19.98,CA,yes
Joseph Gardner,joseph.gardner@yandex.com,bronze,19.98,AU,yes
Bibiana Colomer,bibiana.colomer@yandex.com,bronze,19.98,PA,yes
Alexander Smith,alexander.smith@yandex.com,bronze,19.98,NZ,yes
Benjamin Blot,benjamin.blot@gmail.com,bronze,19.98,FR,no
Maximino Cabezas,maximino.cabezas@gmail.com,bronze,19.98,PA,yes
Felix van Emmelen,felix.van.emmelen@icloud.com,gold,79.98,NL,yes
Carlos Taylor,carlos.taylor@icloud.com,bronze,19.98,CA,yes
Jake Hopkins,jake.hopkins@yandex.com,bronze,19.98,AU,yes
Hanife Rudolph,hanife.rudolph@hotmail.com,silver,49.98,DE,no
Janet Hansen,janet.hansen@gmail.com,bronze,19.98,AU,yes
Juanito Olivera,juanito.olivera@icloud.com,bronze,19.98,ES,yes
Eric Mccormick,eric.mccormick@hotmail.com,gold,79.98,AU,yes
Flavio Sabatini,flavio.sabatini@yahoo.com,iron,9.98,IT,yes
Joshua Petty,joshua.petty@gmail.com,bronze,19.98,CA,yes
Robert Ellison,robert.ellison@yandex.com,iron,9.98,US,yes
Freddy Jopich,freddy.jopich@hotmail.com,iron,9.98,DE,yes
Robert Potier,shadowfox5210@icloud.com,bronze,39.96,FR,yes
Margaret Chauveau,margaret.chauveau@yandex.com,silver,49.98,FR,yes
Iolanda Battelli,iolanda.battelli@protonmail.com,bronze,19.98,IT,yes
Evy Doesburg,evy.doesburg@yandex.com,iron,9.98,NL,yes
Tamara Vives,tamara.vives@yandex.com,iron,9.98,ES,yes
Joel Roberts,joel.roberts@yahoo.com,iron,9.98,GB,yes
Denise Baker,denise.baker@hotmail.com,bronze,19.98,GB,no
Dion Smits,dion.smits@protonmail.com,gold,79.98,NL,no
Jorge Orta,jorge.orta@icloud.com,bronze,19.98,MX,yes
Vanessa Huang,vanessa.huang@icloud.com,iron,9.98,US,yes
